YEAR_MONTH,COMMUNITY_AREA,Abandoned Vehicle Complaint,Alley Light Out Complaint,Alley Pothole Complaint,Alley Sewer Inspection Request,Blue Recycling Cart,Building Violation,Buildings - Plumbing Violation,Business Complaints,Check for Leak,Clean Vacant Lot Request,Consumer Fraud Complaint,Coyote Interaction Complaint,Dead Animal Pick-Up Request,Fly Dumping Complaint,Garbage Cart Maintenance,Graffiti Removal Request,Inspect Public Way Request,Low Water Pressure Complaint,Missed Garbage Pick-Up Complaint,No Building Permit and Construction Violation,No Water Complaint,Nuisance Animal Complaint,Open Fire Hydrant Complaint,Pet Wellness Check Request,Pothole in Street Complaint,Recycling Pick Up,Report an Injured Animal,Restaurant Complaint,Rodent Baiting/Rat Complaint,Sanitation Code Violation,Sewer Cave-In Inspection Request,Sewer Cleaning Inspection Request,Sidewalk Inspection Request,Sign Repair Request - All Other Signs,Sign Repair Request - Do Not Enter Sign,Sign Repair Request - One Way Sign,Sign Repair Request - Stop Sign,Stray Animal Complaint,Street Cleaning Request,Street Light Out Complaint,Street Light Pole Damage Complaint,Traffic Signal Out Complaint,Tree Debris Clean-Up Request,Tree Emergency,Tree Planting Request,Tree Removal Inspection,Tree Trim Request (NO LONGER BEING ACCEPTED),Vacant/Abandoned Building Complaint,Vicious Animal Complaint,Water Lead Test Kit Request,Water On Street Complaint,Water Quality Concern,Water in Basement Complaint,Weed Removal Request,Yard Waste Pick-Up Request,total_volume_area_1,total_volume_area_2,total_volume_area_3,total_volume_area_4,total_volume_area_9,total_volume_area_10,total_volume_area_11,total_volume_area_12,total_volume_area_13,total_volume_area_14
2021-04,3,49,4,9,1,10,14,1,4,1,4,0,0,10,9,13,306,5,0,6,6,2,2,0,3,80,3,12,5,94,6,2,14,7,68,1,3,5,9,2,28,6,27,1,3,10,15,21,1,1,19,4,1,1,0,25,,,933.0,,,,,,,
2021-05,3,36,1,5,0,13,21,8,2,5,2,0,1,13,19,14,170,7,1,10,3,1,8,3,3,29,1,12,1,57,15,5,7,6,31,0,0,1,9,3,9,3,31,14,11,9,16,36,3,5,6,1,1,2,1,35,,,706.0,,,,,,,
2021-06,3,22,6,1,3,5,26,12,3,10,3,0,0,12,30,13,296,19,1,16,6,6,7,2,0,16,2,15,1,74,17,2,14,10,46,0,0,2,0,8,24,4,55,23,15,7,23,39,3,8,15,17,0,8,3,24,,,974.0,,,,,,,
2021-07,3,28,4,7,0,6,31,7,3,8,2,5,1,9,16,12,114,13,2,6,6,2,5,2,2,41,3,9,4,63,15,6,16,8,45,0,0,2,5,7,17,3,34,23,16,9,28,44,1,1,26,3,0,3,5,29,,,757.0,,,,,,,
2021-08,3,41,7,3,1,8,28,7,5,14,6,2,0,7,35,16,143,7,1,6,3,3,7,0,1,12,3,6,3,77,21,4,8,4,20,0,0,6,2,7,27,5,39,31,23,9,24,39,1,1,16,11,1,5,5,19,,,780.0,,,,,,,
2021-09,3,36,3,3,0,7,34,10,5,10,3,1,0,13,17,14,96,5,1,4,1,3,2,3,3,5,3,7,4,64,29,2,7,10,27,2,0,7,1,5,53,5,34,12,8,10,11,50,0,2,16,6,0,3,4,29,,,690.0,,,,,,,
2021-10,3,41,7,6,3,6,27,19,4,36,1,4,0,12,21,11,124,11,2,5,10,1,4,0,3,20,1,3,5,55,17,0,12,7,45,1,0,9,3,2,13,12,33,54,49,3,7,32,2,6,14,20,3,3,0,29,,,818.0,,,,,,,
2021-11,3,12,3,6,1,5,28,8,4,18,4,4,2,5,14,10,81,6,2,3,5,17,4,3,4,6,0,2,7,39,12,4,6,1,24,0,0,3,6,7,35,3,51,13,4,3,7,12,0,1,15,1,1,1,0,72,,,585.0,,,,,,,
2021-12,3,31,1,2,1,6,32,10,3,9,5,5,4,7,14,11,62,9,2,11,3,4,4,1,3,25,0,2,3,32,14,1,7,7,21,0,2,3,3,9,51,4,33,6,13,0,3,8,1,3,6,9,0,1,0,50,,,557.0,,,,,,,
2022-01,3,55,6,4,1,2,43,16,10,13,1,1,8,2,14,7,161,6,1,2,1,9,6,1,3,20,2,3,6,38,7,0,1,6,33,1,0,6,5,1,9,7,21,5,4,6,3,1,0,2,8,2,0,2,0,7,,,579.0,,,,,,,
2022-02,3,44,0,7,4,8,43,17,1,11,0,0,0,3,21,6,107,5,0,9,4,0,5,6,1,62,1,3,3,37,8,1,5,3,26,0,1,4,5,6,11,2,39,1,0,18,4,0,2,7,13,23,1,7,0,1,,,596.0,,,,,,,
2022-03,3,33,1,9,1,4,43,7,1,3,2,2,1,5,23,9,220,5,2,1,6,7,7,12,3,116,6,10,4,42,9,2,13,6,33,0,1,10,8,10,20,6,35,5,6,11,8,1,0,5,7,41,0,3,0,19,,,844.0,,,,,,,
2022-04,3,45,3,27,1,8,46,9,0,3,7,1,2,12,16,9,169,14,0,14,5,0,6,5,4,183,4,11,6,48,8,6,23,6,19,1,0,8,4,11,13,9,38,17,11,13,9,19,3,3,13,32,1,2,0,26,,,953.0,,,,,,,
2022-05,3,34,4,30,4,5,65,7,2,11,6,0,21,15,37,10,187,9,2,7,3,1,4,0,5,96,0,9,5,46,16,4,22,13,23,0,0,1,9,6,26,12,35,10,4,21,14,33,2,6,9,40,1,2,3,53,,,990.0,,,,,,,
2022-06,3,43,2,22,2,1,117,16,2,6,8,4,2,18,34,16,130,9,2,14,7,3,4,1,6,42,2,13,4,104,19,3,14,10,26,0,0,3,10,9,20,5,23,16,17,10,29,122,1,3,5,24,0,0,2,41,,,1046.0,,,,,,,
2022-07,3,49,4,12,2,3,205,7,1,7,6,2,3,12,26,20,153,16,3,11,8,2,3,0,5,36,1,14,4,77,34,2,12,17,18,2,1,5,2,9,20,1,36,38,26,10,35,74,4,3,13,11,0,2,17,32,,,1116.0,,,,,,,
2022-08,3,43,9,11,0,5,264,8,0,7,2,1,0,34,22,17,162,3,1,3,14,2,8,2,9,31,2,15,6,88,12,1,7,7,15,1,2,1,4,12,31,3,28,54,47,28,41,62,2,2,15,5,2,3,11,28,,,1193.0,,,,,,,
2022-09,3,40,9,17,8,6,268,11,0,25,5,1,1,13,22,13,146,14,1,4,5,3,6,5,3,35,2,7,4,78,14,10,9,11,49,0,4,5,5,6,22,4,25,17,23,11,27,31,1,6,90,25,1,50,7,24,,,1229.0,,,,,,,
2022-10,3,29,7,13,3,1,107,8,1,5,1,4,0,8,15,9,173,10,1,7,10,1,6,2,6,29,1,5,6,44,14,2,4,5,45,0,4,12,5,14,22,0,34,21,5,5,9,32,0,2,16,10,0,2,7,44,,,826.0,,,,,,,
2022-11,3,22,7,14,5,4,118,7,0,8,1,1,0,5,17,13,148,11,1,2,8,3,3,3,1,8,2,3,4,33,6,2,1,10,15,0,1,1,1,27,70,14,66,23,6,16,12,15,0,6,13,7,2,2,1,99,,,868.0,,,,,,,
2022-12,3,49,1,7,2,7,75,24,1,10,0,3,1,5,12,6,112,7,0,5,6,6,2,0,1,72,2,6,3,24,10,3,7,4,40,0,2,4,1,10,88,7,49,3,3,8,9,1,0,4,10,10,2,1,0,34,,,759.0,,,,,,,
2023-01,3,56,2,8,1,12,55,10,0,16,2,1,0,4,12,7,110,1,2,2,5,1,6,1,3,147,1,2,4,43,11,6,7,5,30,0,0,4,4,8,37,2,31,10,6,8,16,1,1,3,14,12,1,6,0,3,,,740.0,,,,,,,
2023-02,3,53,3,5,5,1,43,14,2,3,1,1,4,4,13,10,117,6,0,6,6,0,2,0,0,116,4,2,9,25,10,3,17,9,16,0,1,8,3,11,21,3,38,10,3,22,6,21,0,4,12,27,1,4,0,3,,,708.0,,,,,,,
2023-03,3,60,12,15,1,4,60,19,2,12,4,1,2,15,11,15,135,7,1,9,9,8,3,1,5,153,1,4,4,49,8,5,18,2,18,0,0,2,5,10,30,6,57,3,4,14,9,0,0,2,23,25,0,2,0,14,,,879.0,,,,,,,
2023-04,3,31,10,8,2,4,58,7,1,9,5,4,2,15,25,10,125,6,2,3,5,4,3,5,6,34,2,2,1,36,8,4,5,6,26,0,0,4,1,12,28,6,12,14,5,16,12,72,0,2,7,18,0,3,0,36,,,722.0,,,,,,,
2023-05,3,40,26,11,0,2,90,10,2,5,6,0,2,9,19,8,91,6,1,9,10,4,5,5,3,45,4,5,3,37,13,6,6,8,18,1,0,3,2,4,28,1,46,14,8,11,25,250,1,7,23,2,2,2,4,60,,,1003.0,,,,,,,
2023-06,3,47,12,7,1,7,128,10,1,1,0,0,4,19,33,7,124,10,2,9,9,5,12,7,1,22,5,9,6,62,22,3,8,6,27,2,2,3,11,8,51,0,23,28,11,21,40,125,0,11,28,12,2,4,7,35,,,1050.0,,,,,,,
2023-07,3,37,11,12,5,8,197,7,1,2,5,0,3,17,40,15,142,11,0,13,5,3,8,2,4,61,2,8,4,125,17,2,21,13,19,1,1,2,7,7,31,4,39,38,40,31,44,119,4,7,16,51,2,6,10,41,,,1321.0,,,,,,,
2023-08,3,51,12,2,2,11,262,17,3,22,3,2,3,24,34,13,145,11,1,8,9,4,7,20,2,28,2,13,14,65,28,4,14,22,28,1,0,2,3,9,33,6,18,27,28,118,41,179,3,7,10,33,2,1,16,25,,,1448.0,,,,,,,
2023-09,3,60,1,7,2,7,121,11,2,48,11,2,2,16,22,15,198,10,6,11,13,11,8,5,1,33,5,4,5,67,18,3,4,18,19,1,0,2,0,9,26,4,14,12,11,13,29,150,1,3,23,29,7,1,2,37,,,1140.0,,,,,,,
2023-10,3,38,11,10,0,8,119,13,2,5,6,3,3,14,33,6,182,15,0,5,6,4,1,4,3,30,8,11,6,63,15,3,7,13,15,0,2,2,4,6,25,6,50,16,9,27,23,199,2,7,20,6,1,0,13,42,,,1122.0,,,,,,,
2023-11,3,25,11,8,0,2,53,13,0,5,1,3,2,8,15,7,183,11,2,30,8,5,5,15,3,19,21,5,4,32,10,3,5,6,19,0,0,1,7,8,38,2,35,8,6,8,19,216,1,2,20,4,0,0,2,112,,,1028.0,,,,,,,
2023-12,3,27,0,7,1,2,58,11,3,6,3,4,3,6,30,6,110,5,0,4,6,0,2,3,2,61,4,9,2,42,13,3,9,6,15,0,1,3,4,15,14,3,10,4,2,5,5,229,2,6,25,20,4,2,0,42,,,859.0,,,,,,,
2024-01,3,30,7,7,2,4,64,29,0,22,6,2,2,7,22,9,85,9,2,32,3,6,5,10,5,75,3,6,4,48,17,3,3,4,29,0,1,1,3,15,37,1,31,8,10,9,6,177,0,5,24,35,1,1,0,9,,,936.0,,,,,,,
2024-02,3,66,5,23,1,10,54,16,1,23,7,3,8,10,14,12,202,9,2,5,4,1,6,4,2,174,2,3,1,30,13,3,3,10,25,1,1,4,7,13,27,3,20,12,3,3,8,207,0,6,29,16,1,0,0,16,,,1129.0,,,,,,,
2024-03,3,45,1,10,4,7,47,19,1,6,6,2,1,5,16,14,397,11,0,2,3,0,1,1,0,64,2,1,3,39,11,4,13,7,42,2,1,6,3,6,32,3,39,5,7,6,10,125,2,5,48,47,0,5,0,19,,,1156.0,,,,,,,
2024-04,3,43,10,7,0,9,40,18,4,2,1,3,5,14,14,18,167,10,0,3,6,1,3,1,5,44,5,14,12,89,11,0,13,12,41,1,0,4,6,13,23,7,34,4,10,19,25,109,0,2,58,40,1,1,0,40,,,1022.0,,,,,,,
2024-05,3,35,6,11,2,6,54,33,1,2,7,0,2,32,28,26,176,17,3,4,7,2,13,2,1,52,0,12,3,49,16,2,15,19,37,1,2,2,4,6,47,6,60,40,27,40,31,65,1,6,14,50,0,2,5,60,,,1144.0,,,,,,,
2024-06,3,59,3,9,1,7,43,11,3,23,1,0,6,14,38,19,180,4,2,3,1,4,8,6,5,20,8,6,5,54,9,2,14,6,22,2,2,8,5,12,73,3,62,42,37,20,40,37,0,3,14,36,1,3,12,62,,,1070.0,,,,,,,
2024-07,3,26,2,7,3,6,43,11,0,9,4,0,4,22,36,8,230,10,2,5,14,4,8,2,0,33,3,11,4,56,27,3,18,22,21,1,0,3,4,15,62,2,31,39,39,38,40,49,5,5,14,30,2,8,16,53,,,1110.0,,,,,,,
2024-08,3,32,14,7,2,6,34,13,2,4,7,4,3,16,39,18,151,9,0,6,7,0,7,4,5,23,5,12,6,57,29,1,12,24,32,0,0,3,6,12,35,9,49,19,17,30,32,72,5,7,16,7,1,0,18,32,,,961.0,,,,,,,
2024-09,3,50,3,6,4,4,33,9,2,2,2,5,1,22,30,9,153,9,0,14,7,3,9,4,5,37,6,12,8,68,21,4,10,11,28,1,0,5,7,3,54,12,46,15,15,40,19,25,0,7,12,7,0,1,5,32,,,897.0,,,,,,,
2024-10,3,37,1,1,0,4,48,14,6,8,1,2,2,18,7,13,168,8,2,4,12,2,4,2,3,22,2,13,6,54,10,3,7,11,30,0,1,11,10,6,42,5,37,20,20,17,14,26,3,10,35,9,0,1,4,45,,,841.0,,,,,,,
2024-11,3,46,12,2,0,1,23,11,4,1,2,4,6,8,15,11,107,11,5,4,6,3,4,1,4,26,2,13,4,36,14,0,5,16,18,0,1,4,3,12,50,4,38,2,10,12,8,83,2,4,13,5,0,3,0,85,,,764.0,,,,,,,
2024-12,3,23,3,1,1,7,27,15,1,7,2,1,4,8,16,10,99,3,1,9,6,3,3,7,1,24,0,6,5,36,9,4,4,7,11,1,1,6,4,9,21,1,35,2,3,7,1,38,0,3,13,5,0,5,0,55,,,574.0,,,,,,,
2025-01,3,48,4,1,1,4,55,34,4,16,6,2,3,7,14,12,73,6,2,8,3,19,7,2,0,50,7,4,3,28,11,1,4,15,21,1,0,3,1,12,42,6,49,1,2,6,4,56,3,3,15,38,0,3,0,6,,,726.0,,,,,,,
2025-02,3,53,9,4,0,3,36,10,0,12,5,1,9,12,15,7,117,8,0,3,8,3,9,11,8,39,1,6,6,20,9,2,6,2,12,3,1,3,1,2,42,6,45,1,2,21,3,73,0,7,15,4,0,0,0,1,,,676.0,,,,,,,
2025-03,3,62,11,9,1,5,50,13,2,24,2,3,6,8,20,12,130,11,2,4,3,4,12,1,4,72,6,7,5,39,14,1,5,13,17,3,1,5,2,13,45,11,31,5,5,9,8,128,2,3,19,19,0,2,0,24,,,913.0,,,,,,,
2025-04,3,40,0,21,1,4,48,17,3,0,8,3,3,10,27,10,147,9,0,11,4,1,16,2,3,113,1,12,8,44,15,4,7,14,38,0,0,1,6,16,19,13,103,14,5,13,8,130,1,0,6,45,0,1,0,54,,,1079.0,,,,,,,
2025-05,3,59,13,17,0,7,37,9,2,3,7,1,5,10,41,10,205,7,0,14,8,0,5,1,5,61,2,19,5,42,11,7,6,10,27,0,2,7,9,3,42,11,54,28,18,27,35,23,4,8,15,17,2,2,1,64,,,1028.0,,,,,,,
2025-06,3,40,12,8,3,12,34,15,1,1,2,0,0,12,42,17,185,4,0,14,17,1,7,30,3,64,7,16,3,59,13,0,6,9,18,1,4,2,6,11,38,8,56,30,34,29,31,79,0,10,18,24,1,3,14,76,,,1130.0,,,,,,,
2025-07,3,55,3,11,0,12,51,6,5,9,5,2,0,19,58,22,119,13,0,16,9,2,11,0,6,53,4,10,4,68,36,2,11,23,23,0,0,4,3,7,46,10,46,26,35,29,41,79,1,2,50,36,2,3,18,60,,,1166.0,,,,,,,
2025-08,3,42,0,8,6,11,53,21,5,5,7,5,1,25,47,23,163,10,1,13,10,1,9,2,4,22,3,15,8,58,32,4,19,12,24,1,5,13,8,5,36,6,69,19,22,25,21,54,0,5,87,32,1,7,13,55,,,1153.0,,,,,,,
2025-09,3,71,2,3,0,2,35,16,2,5,3,1,4,27,38,13,237,7,2,10,8,4,7,25,3,25,0,10,10,76,27,3,5,15,16,2,2,8,3,7,16,2,33,11,15,20,34,25,1,5,49,7,2,0,3,38,,,995.0,,,,,,,
2025-10,3,47,4,4,4,8,31,8,0,6,4,0,0,16,24,10,144,4,0,9,2,0,7,0,6,9,1,8,7,73,21,3,4,10,16,0,0,4,4,4,47,4,52,11,10,9,14,50,0,5,25,11,0,2,1,45,,,788.0,,,,,,,
2025-11,3,32,3,3,0,7,35,13,0,6,0,1,5,6,39,8,112,6,0,19,2,3,6,4,2,15,5,5,4,44,14,2,4,13,36,1,3,14,3,29,40,3,22,9,4,2,13,63,0,3,23,6,0,1,0,120,,,813.0,,,,,,,
2025-12,3,33,3,2,0,2,42,14,1,10,2,1,0,12,22,11,114,8,0,24,5,0,8,4,3,57,7,4,6,35,19,2,5,16,18,0,0,1,6,5,26,4,10,4,1,5,0,99,1,2,24,13,0,2,0,21,,,714.0,,,,,,,
2019-01,4,4,7,2,0,11,12,0,0,0,0,4,0,0,0,0,1,2,0,0,0,0,1,0,0,10,1,0,1,0,0,1,1,66,10,0,0,0,2,0,4,0,9,0,0,4,3,4,2,0,70,0,1,0,0,0,,,,233.0,,,,,,
2019-02,4,21,10,4,0,13,15,4,1,0,0,1,1,0,0,27,25,3,2,0,0,1,1,0,3,63,0,0,3,2,2,1,12,3,23,0,0,1,0,2,32,9,8,1,2,6,12,12,0,0,78,7,1,0,0,0,,,,412.0,,,,,,
2019-03,4,29,27,19,0,13,27,3,1,8,1,10,0,5,4,40,77,2,4,2,4,7,1,4,1,194,0,2,7,40,11,14,14,10,31,2,0,6,5,3,89,6,17,10,7,17,24,86,3,1,148,29,0,0,0,6,,,,1071.0,,,,,,
2019-04,4,23,18,16,0,18,35,0,4,22,0,0,1,5,6,38,79,8,2,3,13,2,12,4,0,55,1,7,2,37,11,10,12,6,21,0,0,5,3,4,61,6,34,7,7,27,22,20,2,1,53,20,0,1,0,23,,,,767.0,,,,,,
2019-05,4,25,25,19,3,11,7,1,1,11,0,1,3,12,4,37,70,6,0,3,7,2,9,4,1,86,12,7,1,39,9,12,32,10,21,0,3,5,4,8,100,10,23,17,11,15,25,37,2,3,34,52,1,8,3,31,,,,883.0,,,,,,
2019-06,4,32,21,26,2,14,20,3,1,13,1,3,0,14,16,34,287,11,3,5,7,4,12,17,1,110,4,16,2,60,10,8,26,12,16,2,7,5,6,2,74,11,44,32,31,15,24,85,0,4,16,36,1,15,5,46,,,,1272.0,,,,,,
2019-07,4,17,14,19,3,13,16,5,1,21,2,0,0,17,9,38,156,20,6,9,8,6,8,0,3,136,2,7,10,92,17,37,23,10,15,0,0,3,4,3,62,4,19,31,24,8,20,82,4,4,149,17,5,7,6,48,,,,1240.0,,,,,,
2019-08,4,29,28,23,1,29,19,1,0,22,1,1,0,27,6,67,250,14,2,6,16,12,9,1,0,149,5,13,2,72,11,19,16,16,20,0,1,6,4,0,125,2,29,26,31,17,30,71,0,1,101,24,0,4,9,35,,,,1403.0,,,,,,
2019-09,4,24,15,34,3,22,21,5,1,3,1,2,0,26,7,56,189,17,2,4,2,2,4,0,1,111,3,18,5,49,18,10,24,11,45,0,4,5,5,5,144,8,37,27,10,12,16,67,1,3,116,19,0,5,2,22,,,,1243.0,,,,,,
2019-10,4,34,36,35,0,22,25,3,3,13,0,0,0,12,3,46,101,15,1,2,3,7,2,6,3,77,5,8,3,41,4,15,26,17,31,0,3,1,7,5,135,1,38,26,37,20,18,55,3,3,67,38,1,12,2,36,,,,1107.0,,,,,,
2019-11,4,31,14,8,1,8,20,0,1,21,0,2,1,15,6,34,125,12,2,0,2,5,13,4,3,36,7,7,2,17,6,4,8,5,10,0,4,3,8,12,40,4,16,30,20,5,8,25,1,3,32,13,1,1,0,101,,,,757.0,,,,,,
2019-12,4,28,18,3,0,12,16,5,0,22,0,2,4,7,6,32,178,13,2,8,7,1,6,3,4,62,2,1,2,23,11,3,13,4,31,0,2,10,1,18,47,1,31,10,5,3,3,10,0,0,22,11,1,1,0,34,,,,739.0,,,,,,
2020-01,4,34,16,7,1,15,10,1,0,28,1,1,2,9,5,30,253,2,4,3,5,5,2,0,1,39,19,4,6,24,5,14,9,8,28,1,1,7,4,11,153,4,63,5,7,8,14,11,2,3,18,23,0,1,0,12,,,,939.0,,,,,,
2020-02,4,45,22,5,0,15,8,4,2,20,0,0,9,13,6,18,160,8,0,4,5,1,13,2,1,60,1,6,2,24,4,7,6,6,18,2,0,2,7,6,55,4,9,4,4,2,1,10,0,4,14,7,1,1,0,1,,,,629.0,,,,,,
2020-03,4,21,10,13,4,9,9,1,10,16,1,1,7,11,1,18,210,10,0,1,2,18,3,0,0,77,1,5,1,12,9,5,11,5,17,1,0,5,6,4,80,2,36,7,5,4,11,17,0,3,11,22,1,4,0,13,,,,751.0,,,,,,
2020-04,4,8,4,4,2,11,4,1,39,20,1,2,1,13,8,22,130,13,3,0,1,8,4,2,2,61,0,3,4,44,10,8,15,7,16,0,0,6,6,6,22,4,21,8,9,8,8,123,2,2,8,21,0,5,0,36,,,,766.0,,,,,,
2020-05,4,25,12,9,2,19,13,5,20,30,1,1,3,28,5,40,186,7,4,11,8,5,8,1,2,32,2,10,1,126,10,5,34,10,24,1,2,6,3,9,43,4,21,16,12,8,22,54,5,3,6,67,2,13,1,46,,,,1043.0,,,,,,
2020-06,4,33,10,14,4,21,16,4,10,16,0,2,4,21,9,56,186,11,0,5,6,1,3,2,3,27,0,13,3,132,12,8,29,14,54,0,5,7,5,13,17,0,12,41,52,13,31,120,1,10,13,49,0,4,4,46,,,,1172.0,,,,,,
2020-07,4,32,18,10,0,19,19,5,33,14,3,1,1,24,10,43,187,18,0,12,7,4,7,20,2,45,4,14,4,123,12,14,14,13,38,0,0,3,5,4,42,10,13,30,33,6,26,110,5,0,16,19,0,2,5,33,,,,1132.0,,,,,,
2020-08,4,25,19,9,0,30,15,2,22,15,0,2,11,12,7,46,142,5,5,9,6,13,9,4,2,29,4,8,2,80,12,16,13,15,22,0,1,9,4,3,79,6,38,169,196,17,45,81,1,6,12,19,2,2,8,39,,,,1348.0,,,,,,
2020-09,4,30,10,12,2,13,15,1,21,9,0,0,20,14,8,41,284,13,4,5,2,6,9,4,0,34,8,14,5,90,19,11,9,2,23,0,2,0,5,2,66,4,6,58,34,9,33,48,3,1,31,9,9,0,5,23,,,,1086.0,,,,,,
2020-10,4,35,11,11,1,18,11,0,9,16,0,0,43,25,15,24,76,10,1,6,11,2,3,8,1,22,4,21,2,79,22,2,14,8,14,1,4,4,4,4,81,3,14,37,30,7,23,35,0,1,12,8,1,0,0,57,,,,851.0,,,,,,
2020-11,4,31,6,11,0,17,8,2,23,12,3,0,47,13,9,29,109,8,3,9,6,1,19,3,1,14,1,34,4,55,11,3,5,9,3,0,0,4,3,12,18,5,28,11,19,3,9,41,3,4,11,17,0,0,0,111,,,,808.0,,,,,,
2020-12,4,22,11,4,2,16,14,6,18,28,1,1,59,9,6,23,421,8,1,4,2,9,0,2,1,48,10,16,5,45,11,3,6,2,39,0,0,1,6,1,23,2,15,7,5,3,5,9,4,2,14,17,2,1,0,17,,,,987.0,,,,,,
2021-01,4,34,6,34,0,27,4,1,20,10,0,4,15,3,3,26,118,5,4,4,3,7,6,1,2,86,11,7,1,36,14,0,1,7,28,1,4,4,6,2,11,3,16,2,0,3,1,8,2,3,8,3,0,0,0,3,,,,608.0,,,,,,
2021-02,4,21,6,1,1,10,19,10,3,20,1,3,0,6,3,15,39,2,9,57,3,33,2,1,1,38,57,4,2,15,25,5,0,1,41,0,1,3,2,0,59,10,4,3,8,1,2,7,0,1,10,7,1,1,0,0,,,,574.0,,,,,,
2021-03,4,75,5,11,0,24,10,1,9,16,1,0,0,12,5,43,99,7,6,19,3,3,3,1,1,79,26,2,4,90,22,0,5,8,28,0,2,6,2,9,50,9,29,13,9,10,17,39,2,2,20,5,1,2,0,14,,,,859.0,,,,,,
2021-04,4,51,6,9,0,22,14,7,2,61,0,0,0,15,4,36,199,6,1,8,7,4,9,2,1,68,5,9,3,87,25,6,6,10,42,3,0,4,5,4,36,6,13,11,8,22,17,43,0,4,21,12,0,2,0,38,,,,974.0,,,,,,
2021-05,4,23,3,12,1,19,9,1,1,5,1,0,1,12,9,42,146,9,2,4,9,0,5,1,1,31,2,20,1,77,17,5,0,7,17,0,1,3,2,4,28,5,27,29,34,26,22,67,0,3,6,4,1,0,1,37,,,,793.0,,,,,,
2021-06,4,24,6,5,2,33,12,4,3,15,0,0,2,18,9,59,164,12,2,8,7,0,8,3,2,22,7,16,3,130,14,10,10,7,16,0,0,0,9,7,40,2,10,39,48,15,36,73,1,5,10,38,0,7,5,31,,,,1009.0,,,,,,
2021-07,4,19,0,9,0,22,16,2,1,9,2,1,0,14,10,53,180,10,3,9,4,4,3,2,4,32,0,10,1,126,15,11,9,8,35,0,0,3,1,2,15,2,31,66,68,23,35,92,4,8,90,10,2,2,7,41,,,,1126.0,,,,,,
2021-08,4,35,3,6,0,17,15,6,4,7,0,2,0,24,8,48,128,9,3,2,10,3,5,2,5,15,7,10,2,93,9,6,2,7,25,0,1,5,5,1,31,14,23,62,52,23,29,87,3,5,40,3,0,1,0,31,,,,934.0,,,,,,
2021-09,4,45,0,3,0,16,15,0,9,17,3,0,1,32,5,38,104,13,3,3,8,19,10,15,5,20,2,10,3,103,15,5,3,12,27,0,2,2,3,6,14,1,27,31,23,19,23,60,8,6,17,4,1,0,3,32,,,,846.0,,,,,,
2021-10,4,31,12,9,0,20,19,0,7,2,2,0,1,14,5,37,102,4,2,13,6,2,14,5,2,22,1,7,1,82,12,6,18,6,26,1,0,7,2,3,58,1,21,42,37,7,17,58,2,3,17,37,0,4,0,40,,,,847.0,,,,,,
2021-11,4,45,9,6,0,9,18,2,4,6,0,2,0,12,4,22,126,8,1,8,11,4,6,1,0,29,1,9,1,34,10,3,0,6,32,0,1,7,5,9,13,9,17,21,10,25,9,22,0,1,11,5,0,0,0,84,,,,678.0,,,,,,
2021-12,4,44,2,1,0,14,9,2,3,11,1,0,5,14,2,27,85,9,1,6,10,0,1,2,0,12,4,2,1,43,9,3,5,7,17,0,1,1,7,16,37,20,17,23,20,2,7,13,0,3,4,8,1,0,0,64,,,,596.0,,,,,,
2022-01,4,32,1,1,1,21,12,10,2,24,0,3,1,2,2,24,121,10,1,4,7,4,6,7,0,36,4,7,2,21,9,3,1,4,17,0,0,2,8,1,19,18,22,8,6,7,15,1,0,1,13,10,0,1,0,6,,,,538.0,,,,,,
2022-02,4,34,8,1,1,11,9,4,3,40,1,0,2,4,1,23,48,6,2,12,5,5,1,14,0,96,5,2,2,11,9,9,6,2,10,0,0,1,4,1,36,0,22,2,0,211,4,0,0,0,12,29,1,2,0,0,,,,712.0,,,,,,
2022-03,4,38,4,17,3,21,12,5,0,5,1,3,1,15,8,32,178,7,2,3,6,2,3,0,0,191,2,4,2,47,18,4,9,9,40,0,1,3,6,13,66,8,25,10,15,13,11,20,0,0,21,17,1,3,0,7,,,,932.0,,,,,,
2022-04,4,40,4,36,1,19,18,2,0,7,1,0,1,10,5,24,92,9,4,6,10,0,4,0,1,217,1,5,1,51,5,15,14,9,9,1,2,3,5,19,20,1,27,19,7,12,14,25,1,3,5,28,0,5,0,25,,,,843.0,,,,,,
2022-05,4,40,3,46,0,19,19,2,1,12,2,2,3,15,2,33,91,5,0,6,5,1,1,4,3,111,2,12,6,57,18,9,19,9,20,0,1,4,11,10,33,8,27,17,20,9,18,52,2,1,11,28,0,4,0,34,,,,868.0,,,,,,
2022-06,4,52,2,16,2,18,16,6,2,12,2,1,1,22,7,43,78,6,1,13,8,5,5,2,0,60,5,11,4,91,14,14,7,12,27,1,7,3,3,7,65,11,32,69,44,7,30,108,4,3,20,16,1,1,3,39,,,,1039.0,,,,,,
2022-07,4,34,5,8,0,13,24,8,1,28,2,0,2,19,10,38,117,14,1,7,6,10,10,2,1,43,4,8,1,92,38,16,12,15,21,1,6,6,8,9,31,5,26,55,22,36,32,87,3,2,13,25,2,3,9,36,,,,1027.0,,,,,,
2022-08,4,48,3,3,1,19,21,4,0,9,5,0,1,30,8,39,166,9,1,2,3,1,6,0,0,46,3,15,2,123,9,11,7,18,22,1,2,4,5,5,39,3,18,107,93,14,42,97,6,3,14,7,1,1,1,31,,,,1129.0,,,,,,
