YEAR_MONTH,COMMUNITY_AREA,Abandoned Vehicle Complaint,Alley Light Out Complaint,Alley Pothole Complaint,Alley Sewer Inspection Request,Blue Recycling Cart,Building Violation,Buildings - Plumbing Violation,Business Complaints,Check for Leak,Clean Vacant Lot Request,Consumer Fraud Complaint,Coyote Interaction Complaint,Dead Animal Pick-Up Request,Fly Dumping Complaint,Garbage Cart Maintenance,Graffiti Removal Request,Inspect Public Way Request,Low Water Pressure Complaint,Missed Garbage Pick-Up Complaint,No Building Permit and Construction Violation,No Water Complaint,Nuisance Animal Complaint,Open Fire Hydrant Complaint,Pet Wellness Check Request,Pothole in Street Complaint,Recycling Pick Up,Report an Injured Animal,Restaurant Complaint,Rodent Baiting/Rat Complaint,Sanitation Code Violation,Sewer Cave-In Inspection Request,Sewer Cleaning Inspection Request,Sidewalk Inspection Request,Sign Repair Request - All Other Signs,Sign Repair Request - Do Not Enter Sign,Sign Repair Request - One Way Sign,Sign Repair Request - Stop Sign,Stray Animal Complaint,Street Cleaning Request,Street Light Out Complaint,Street Light Pole Damage Complaint,Traffic Signal Out Complaint,Tree Debris Clean-Up Request,Tree Emergency,Tree Planting Request,Tree Removal Inspection,Tree Trim Request (NO LONGER BEING ACCEPTED),Vacant/Abandoned Building Complaint,Vicious Animal Complaint,Water Lead Test Kit Request,Water On Street Complaint,Water Quality Concern,Water in Basement Complaint,Weed Removal Request,Yard Waste Pick-Up Request,total_volume_area_5,total_volume_area_6,total_volume_area_7,total_volume_area_21,total_volume_area_22
2022-01,7,25,2,2,0,31,20,9,17,24,0,1,3,6,3,27,114,16,2,14,2,5,5,7,2,38,7,1,9,58,28,2,4,8,41,0,0,7,13,3,60,7,48,4,6,1,4,1,2,2,20,4,1,6,0,11,,,733.0,,
2022-02,7,16,2,4,3,11,14,3,5,14,0,1,45,7,16,21,83,10,1,7,6,5,6,6,1,179,2,3,5,51,20,4,11,7,50,1,0,5,2,3,65,8,68,5,6,41,11,0,3,3,13,16,1,3,0,4,,,877.0,,
2022-03,7,34,1,27,0,30,10,7,1,12,2,3,0,19,5,30,294,15,4,11,12,3,5,1,5,248,4,8,8,97,49,12,20,24,82,0,3,8,7,15,48,12,16,10,7,75,16,2,1,2,12,42,4,2,0,18,,,1383.0,,
2022-04,7,22,2,30,3,25,24,6,1,11,2,2,6,13,9,42,188,23,0,8,7,0,28,2,4,311,4,7,4,94,34,21,33,28,58,0,6,9,4,15,45,12,57,9,17,39,10,28,2,2,12,54,0,3,0,20,,,1396.0,,
2022-05,7,33,0,40,11,22,25,10,2,17,2,1,5,28,22,42,265,28,3,6,13,3,13,1,2,209,6,14,7,112,39,12,28,30,41,1,0,3,13,10,26,12,68,10,16,9,31,44,2,3,14,42,0,3,2,44,,,1445.0,,
2022-06,7,46,2,18,2,14,21,5,4,4,0,3,7,14,20,44,169,30,2,19,16,1,16,0,4,219,14,10,9,123,42,13,30,21,36,2,0,7,3,7,23,11,86,55,43,36,44,86,4,5,25,42,1,3,9,37,,,1507.0,,
2022-07,7,49,2,20,10,34,29,4,3,11,2,1,7,18,21,35,188,30,8,12,18,18,2,3,3,136,3,6,3,162,36,8,21,27,31,1,0,14,2,6,50,4,66,25,22,7,25,61,2,2,23,35,1,7,17,30,,,1361.0,,
2022-08,7,31,1,22,2,22,26,9,5,5,6,2,9,34,27,50,234,18,1,11,11,0,2,0,1,78,5,10,7,160,51,10,19,15,38,1,2,4,5,6,28,13,60,17,21,12,28,66,2,9,11,9,0,5,26,26,,,1273.0,,
2022-09,7,33,3,11,2,23,19,4,2,4,5,0,6,24,15,51,194,21,3,10,11,1,5,1,2,46,11,14,4,131,54,5,5,23,21,0,1,5,5,8,39,7,74,26,11,17,20,53,2,12,87,10,4,7,8,22,,,1182.0,,
2022-10,7,20,6,17,2,20,16,6,1,5,2,0,14,21,12,40,185,28,1,8,12,2,3,0,1,64,4,9,11,103,45,13,7,15,11,0,5,11,9,12,47,7,54,16,23,19,20,64,4,4,18,15,2,3,4,75,,,1116.0,,
2022-11,7,29,8,22,1,18,13,2,2,23,1,3,10,9,9,34,218,20,0,7,9,17,13,4,1,42,6,11,7,96,26,13,6,15,52,0,0,10,5,23,127,15,71,15,19,2,21,36,2,4,9,12,1,1,0,143,,,1263.0,,
2022-12,7,23,5,15,3,23,13,5,0,15,0,0,15,7,10,32,140,43,0,17,7,17,2,5,2,87,11,3,9,80,28,13,9,72,37,1,0,3,5,9,62,3,54,2,3,10,12,9,1,3,13,12,1,1,1,27,,,980.0,,
2023-01,7,20,4,20,0,13,14,4,1,14,2,1,24,7,5,23,157,15,3,7,11,4,8,4,2,205,15,0,10,52,21,4,10,23,34,4,3,6,4,8,71,8,62,5,3,31,6,0,3,3,24,17,1,3,0,13,,,1012.0,,
2023-02,7,36,1,41,1,15,18,3,2,17,4,2,9,13,4,34,149,22,0,7,9,2,2,2,0,196,10,1,7,55,27,11,27,15,25,0,0,4,0,9,67,7,45,8,7,10,20,24,0,2,19,46,2,1,0,6,,,1044.0,,
2023-03,7,36,16,34,2,25,25,7,1,7,1,6,2,21,6,44,193,22,0,7,15,8,4,0,0,204,11,7,6,85,25,11,13,25,35,1,0,8,1,15,37,7,31,6,8,39,16,7,2,5,21,26,5,3,0,8,,,1150.0,,
2023-04,7,25,12,28,1,14,20,2,2,5,2,5,2,11,8,28,252,16,2,2,11,2,20,2,2,112,13,11,6,90,33,5,13,24,31,0,0,6,4,18,38,8,36,33,57,19,19,87,0,2,12,20,0,3,0,41,,,1215.0,,
2023-05,7,47,13,24,1,19,14,4,1,9,1,1,3,20,13,32,231,14,1,15,7,3,11,0,2,99,8,15,15,159,57,5,10,25,40,2,1,11,4,6,66,2,38,26,11,19,29,275,1,3,20,8,1,4,4,55,,,1505.0,,
2023-06,7,117,8,16,1,25,21,7,5,6,0,2,1,37,20,50,261,24,1,8,13,2,11,2,4,81,6,8,6,163,53,10,17,22,32,1,4,3,3,6,64,4,51,25,41,49,37,157,5,12,19,16,1,5,0,43,,,1586.0,,
2023-07,7,53,5,15,7,20,30,5,8,25,3,6,2,19,25,47,150,25,4,14,13,8,4,1,2,36,7,10,8,152,43,4,22,24,32,0,2,3,6,10,62,4,93,35,49,37,57,122,6,6,45,80,1,8,9,33,,,1497.0,,
2023-08,7,46,9,22,1,24,32,3,4,24,1,1,20,37,30,61,148,25,4,5,23,5,13,1,4,49,9,18,13,181,58,14,12,28,40,2,8,33,6,10,51,10,52,31,42,30,46,146,1,3,26,17,0,6,22,30,,,1537.0,,
2023-09,7,40,6,19,4,23,24,1,18,4,2,5,0,23,13,51,177,25,3,13,15,3,9,2,3,48,12,10,10,139,37,3,15,26,29,0,1,12,6,18,35,3,47,20,30,20,31,129,3,6,26,17,1,0,7,21,,,1245.0,,
2023-10,7,34,10,13,2,24,14,6,6,11,1,0,4,26,14,34,210,24,0,10,21,2,5,8,1,31,4,10,6,121,24,4,7,28,23,4,4,11,4,8,69,12,56,28,25,10,34,194,4,16,17,7,0,3,1,40,,,1285.0,,
2023-11,7,31,6,23,1,20,27,5,1,9,2,0,6,9,12,39,148,20,2,30,17,4,9,3,0,34,6,7,2,89,14,2,8,17,46,1,0,8,7,20,58,4,42,4,6,4,8,161,1,4,16,14,3,1,0,167,,,1178.0,,
2023-12,7,29,2,17,1,22,12,7,2,3,3,1,2,11,11,45,175,17,0,11,7,2,5,3,1,89,9,11,9,73,14,2,20,15,45,1,1,6,6,31,38,0,24,3,5,5,12,137,2,7,18,21,1,0,0,51,,,1045.0,,
2024-01,7,33,11,18,1,17,17,17,2,16,4,1,7,4,7,20,182,18,0,16,5,18,6,4,3,186,5,6,7,62,29,5,21,26,26,2,3,4,3,20,75,9,36,11,14,4,15,66,1,1,24,50,0,2,0,15,,,1155.0,,
2024-02,7,40,12,32,4,14,18,4,4,36,0,1,7,5,6,23,255,20,3,9,5,6,15,1,0,268,3,5,6,82,35,12,12,17,39,2,0,6,0,14,69,3,25,7,3,5,11,115,14,1,13,23,1,5,0,25,,,1341.0,,
2024-03,7,28,4,17,0,11,24,5,1,25,2,1,11,16,8,27,202,36,3,4,11,4,12,1,0,156,6,6,9,73,30,9,21,27,48,0,1,6,4,16,51,7,54,7,4,7,17,131,0,1,63,60,1,5,0,21,,,1294.0,,
2024-04,7,34,9,26,2,26,31,7,1,11,0,3,7,24,9,27,193,44,4,3,13,4,13,0,2,178,12,8,12,97,50,7,28,71,88,4,8,9,1,18,62,12,43,11,21,17,19,169,8,3,52,70,0,3,0,44,,,1618.0,,
2024-05,7,35,7,17,1,23,21,6,6,10,3,4,2,27,11,44,202,35,0,20,20,6,12,2,1,118,6,17,9,117,29,9,33,37,46,0,3,6,4,21,42,3,87,67,104,40,74,58,7,3,17,106,3,5,16,57,,,1659.0,,
2024-06,7,47,4,20,0,18,27,7,2,18,4,4,1,27,17,38,314,53,3,20,9,6,15,2,2,170,10,9,11,128,43,6,18,36,40,1,7,17,6,15,50,9,55,63,52,20,83,131,12,6,17,60,1,1,19,35,,,1789.0,,
2024-07,7,37,1,22,5,27,17,6,3,8,7,4,3,18,23,40,237,23,2,25,18,2,14,2,4,52,5,15,6,250,35,11,18,26,34,1,7,3,3,19,35,1,58,101,84,48,66,57,6,3,20,37,2,6,13,30,,,1600.0,,
2024-08,7,26,9,14,2,37,13,1,2,2,4,2,3,19,30,63,236,11,1,6,25,2,10,2,2,49,6,18,7,165,44,8,12,23,39,0,0,6,0,8,60,6,58,31,52,25,42,115,4,3,21,17,0,0,20,27,,,1388.0,,
2024-09,7,32,7,14,3,28,28,3,4,9,3,4,14,20,14,45,200,33,1,14,21,8,12,5,2,89,2,21,7,134,45,3,14,27,55,3,3,8,4,10,69,9,68,10,57,35,32,7,4,13,17,13,4,2,9,29,,,1327.0,,
2024-10,7,28,6,11,2,27,16,3,6,2,3,2,16,27,13,42,262,39,2,8,16,4,15,7,0,47,5,10,13,113,24,6,3,20,46,3,2,11,2,15,61,3,72,18,42,38,28,66,0,8,30,5,1,2,2,69,,,1322.0,,
2024-11,7,31,6,4,1,18,8,5,1,3,2,0,9,21,8,22,212,29,3,10,13,2,17,4,1,49,6,2,3,86,8,1,9,12,37,2,0,4,1,13,80,2,92,10,22,36,15,213,1,4,20,10,0,1,0,121,,,1290.0,,
2024-12,7,29,3,5,0,20,14,4,3,8,1,2,43,15,20,19,134,20,2,10,5,2,11,11,0,47,16,8,8,68,26,8,2,10,29,0,1,3,3,11,56,4,86,7,12,3,9,255,0,1,21,12,3,0,0,65,,,1155.0,,
2025-01,7,29,18,7,3,10,16,7,2,45,1,3,17,11,9,20,141,26,7,16,10,27,8,2,1,87,16,6,7,64,21,5,6,16,45,2,3,6,4,5,52,2,116,3,6,1,8,295,1,3,21,18,0,7,0,8,,,1270.0,,
2025-02,7,38,10,7,0,18,17,5,7,21,3,2,8,12,8,28,164,23,4,11,5,19,11,5,4,166,5,3,7,66,14,7,2,6,27,1,1,13,2,7,30,2,44,2,5,8,6,280,2,0,13,4,1,1,0,9,,,1164.0,,
2025-03,7,36,6,19,6,22,17,1,4,14,4,3,1,26,18,37,220,38,2,5,9,7,11,16,3,158,8,1,7,77,27,7,18,18,65,2,1,12,5,6,42,12,54,9,35,28,15,149,7,2,14,28,0,3,0,29,,,1364.0,,
2025-04,7,40,0,33,2,20,22,2,5,14,3,2,4,37,26,33,190,55,2,13,7,5,9,2,1,170,4,16,6,95,21,4,10,33,32,1,3,18,5,32,58,14,75,14,21,21,39,193,2,5,17,41,1,2,0,41,,,1521.0,,
2025-05,7,56,9,27,0,20,24,3,4,7,4,3,25,26,27,43,352,53,2,12,10,2,15,4,0,173,6,12,12,111,29,11,12,33,54,1,1,7,8,11,50,4,66,25,76,53,63,55,1,6,14,13,1,0,5,75,,,1716.0,,
2025-06,7,60,4,29,6,27,23,9,12,10,8,0,2,25,37,65,431,36,0,23,12,2,5,0,6,158,6,9,10,145,40,7,26,22,46,1,2,17,4,15,77,21,111,44,59,58,65,96,6,1,35,55,0,5,14,57,,,2044.0,,
2025-07,7,63,2,18,2,40,17,8,3,13,6,3,1,25,32,69,277,19,2,15,10,3,2,6,4,67,11,25,14,176,28,9,27,19,37,1,1,15,3,12,58,5,76,58,101,69,43,116,35,1,65,52,2,5,52,36,,,1859.0,,
2025-08,7,39,17,9,6,24,28,4,4,13,10,4,1,40,31,57,449,39,3,12,14,1,6,3,5,76,14,15,9,188,40,6,20,27,33,3,3,3,3,6,55,8,61,35,61,30,68,122,4,0,80,48,0,1,54,41,,,1933.0,,
2025-09,7,37,4,4,0,27,23,5,2,11,4,5,6,41,17,49,416,21,3,17,14,4,10,11,1,35,6,11,11,175,41,6,13,27,21,0,0,6,5,5,42,4,30,45,59,65,62,41,6,8,61,9,2,3,30,30,,,1591.0,,
2025-10,7,40,11,17,1,22,15,3,2,17,1,3,25,35,14,51,766,46,1,9,13,3,9,14,1,81,2,19,7,135,31,9,14,40,64,3,2,11,2,10,76,3,62,18,43,111,51,59,7,20,26,21,1,2,30,37,,,2116.0,,
2025-11,7,22,4,14,1,16,19,3,2,31,1,6,1,16,13,39,550,34,0,22,18,9,5,3,2,42,11,10,12,85,20,3,6,14,32,1,0,3,3,54,52,6,43,11,17,18,22,85,0,2,15,13,0,1,0,181,,,1593.0,,
2025-12,7,26,2,3,0,20,28,9,3,16,2,2,20,17,15,53,247,28,4,14,9,2,0,6,8,80,13,8,7,53,29,6,5,7,22,6,3,3,1,13,38,6,55,12,5,3,2,103,0,3,20,20,0,1,0,32,,,1090.0,,
2019-01,21,4,37,8,0,9,21,6,0,0,0,1,0,0,0,1,0,0,0,0,1,0,3,0,1,11,1,0,1,0,0,1,6,42,22,0,0,0,4,0,23,0,8,0,0,24,6,17,0,0,42,1,1,0,0,0,,,,302.0,
2019-02,21,27,25,10,0,7,13,1,0,3,0,1,0,0,0,41,8,0,2,0,2,0,3,0,1,86,10,0,2,1,2,1,15,4,8,0,0,0,1,0,47,1,8,2,1,7,8,20,0,0,52,7,0,0,0,0,,,,427.0,
2019-03,21,51,38,53,1,32,18,3,1,16,2,7,0,3,4,62,145,9,2,10,3,1,0,0,2,156,30,5,8,41,13,8,18,2,22,0,2,2,3,5,51,7,15,0,1,18,21,15,2,2,53,9,2,2,0,5,,,,981.0,
2019-04,21,55,38,12,1,31,27,2,3,9,1,4,0,10,2,43,105,3,1,4,6,2,3,2,2,84,7,3,6,37,7,9,11,8,79,0,1,4,5,6,45,4,30,12,11,9,5,16,3,4,38,15,1,3,0,11,,,,840.0,
2019-05,21,15,32,61,2,34,21,4,1,13,0,1,2,9,6,87,163,5,3,5,8,3,12,2,1,105,33,7,9,69,9,8,26,8,62,2,5,4,13,9,90,1,33,11,2,10,13,35,7,6,9,22,3,8,9,29,,,,1147.0,
2019-06,21,42,35,32,8,15,32,4,1,15,1,1,1,10,15,44,298,7,1,6,12,0,11,40,8,84,27,5,2,101,20,15,31,7,63,1,2,6,9,7,111,2,45,36,37,9,15,75,3,1,12,26,1,5,12,26,,,,1435.0,
2019-07,21,45,27,27,1,20,37,2,2,8,0,3,0,13,27,50,419,8,1,4,6,1,5,40,4,124,25,5,2,93,24,17,11,3,52,2,11,12,18,3,92,3,17,27,10,9,14,49,0,4,128,7,2,0,9,30,,,,1553.0,
2019-08,21,53,19,13,5,30,23,4,0,4,0,3,0,3,19,72,508,11,2,3,11,1,2,0,2,59,25,7,3,95,14,11,7,8,38,4,7,7,6,4,136,4,14,23,17,18,17,50,5,1,92,10,1,1,6,19,,,,1497.0,
2019-09,21,60,39,17,2,15,22,5,1,9,3,2,1,7,22,36,352,10,3,3,5,17,2,17,7,60,15,6,3,75,16,8,4,6,61,1,12,17,13,4,143,5,20,10,9,7,9,33,2,7,56,12,0,1,6,17,,,,1295.0,
2019-10,21,33,33,35,3,16,32,4,1,6,0,1,6,4,16,39,218,6,1,6,6,0,3,0,5,64,9,5,2,80,7,5,15,9,56,0,3,3,15,3,159,3,28,16,25,6,19,40,1,6,29,13,0,3,1,23,,,,1122.0,
2019-11,21,39,33,13,2,22,23,3,0,7,1,1,6,7,7,28,250,5,3,6,3,4,5,0,2,68,29,7,2,41,12,4,9,5,26,3,5,7,12,4,147,5,33,9,13,1,8,10,1,4,18,7,0,1,0,50,,,,1011.0,
2019-12,21,49,14,23,1,22,24,1,0,24,1,1,3,6,10,32,427,8,2,6,2,3,9,2,6,46,28,4,7,36,4,3,9,2,121,0,6,7,13,12,103,3,31,3,1,3,7,38,0,7,19,13,1,0,0,13,,,,1216.0,
2020-01,21,60,27,8,1,31,14,3,1,6,0,0,7,0,8,35,583,3,3,3,3,1,6,1,9,77,18,2,2,62,10,4,8,5,72,0,4,4,9,5,88,7,35,0,0,0,1,18,2,1,9,10,0,2,0,1,,,,1269.0,
2020-02,21,62,25,10,0,17,14,1,1,11,3,0,1,6,11,34,417,7,0,1,6,4,8,5,4,72,6,4,1,56,9,6,4,8,28,0,3,3,8,0,45,1,19,1,0,9,8,11,6,7,10,5,0,0,0,2,,,,980.0,
2020-03,21,29,22,19,0,22,9,2,11,11,1,6,1,2,8,28,430,6,0,2,10,0,7,0,0,52,9,7,3,32,11,6,6,7,25,1,3,2,7,5,31,2,19,3,2,0,6,10,0,1,7,4,0,2,0,6,,,,895.0,
2020-04,21,15,6,38,3,19,10,3,28,6,2,0,1,7,7,47,301,3,0,2,4,1,6,0,2,76,3,7,1,50,7,2,5,4,22,0,1,2,6,7,30,4,11,2,2,6,4,26,4,6,8,8,1,1,0,17,,,,834.0,
2020-05,21,19,17,32,13,43,25,14,28,12,4,0,1,10,16,70,364,1,0,12,5,1,10,2,2,33,33,13,1,94,18,10,38,7,54,0,5,3,9,22,34,3,25,6,4,9,12,52,4,4,6,47,0,63,11,42,,,,1363.0,
2020-06,21,45,15,15,4,44,14,9,17,6,1,2,1,8,7,65,321,4,0,18,5,0,6,7,5,53,16,9,1,88,11,4,14,15,94,4,7,8,4,10,97,7,28,29,27,20,16,73,4,3,8,27,1,4,7,18,,,,1326.0,
2020-07,21,63,16,8,1,36,24,4,13,9,3,0,0,10,19,67,322,10,0,8,12,3,1,67,5,26,25,9,2,92,21,6,5,5,129,0,3,2,16,8,86,5,38,21,19,7,11,69,1,0,4,8,0,1,4,28,,,,1352.0,
2020-08,21,51,10,4,2,45,17,3,14,8,4,0,0,11,17,59,302,10,1,6,10,0,7,69,5,28,16,8,11,89,18,12,6,10,54,0,3,3,6,9,148,12,18,263,177,17,35,91,2,3,9,5,2,1,3,26,,,,1740.0,
2020-09,21,43,26,6,0,40,26,2,11,3,1,1,1,10,8,48,449,10,2,4,3,0,3,5,4,17,15,14,3,92,18,4,6,10,34,0,0,4,11,3,54,5,12,30,30,12,18,41,2,5,22,8,2,3,3,15,,,,1199.0,
2020-10,21,52,13,2,6,24,22,2,14,6,2,2,2,11,10,51,217,9,0,4,9,4,1,0,15,18,16,10,3,55,11,5,6,4,28,1,2,4,5,3,46,4,18,26,14,7,13,37,2,1,8,5,1,3,0,32,,,,866.0,
2020-11,21,33,13,9,0,27,6,3,20,8,2,1,1,7,9,52,250,7,0,1,9,0,4,0,5,13,15,7,2,58,6,0,6,5,54,2,2,6,9,1,48,9,15,13,24,8,13,18,1,3,4,4,0,1,0,62,,,,876.0,
2020-12,21,44,10,18,2,28,14,6,13,6,2,1,0,13,5,49,697,4,0,9,6,1,5,2,11,36,26,4,3,59,8,2,2,2,20,1,3,1,5,1,24,1,11,6,6,4,5,10,0,0,4,0,0,3,0,12,,,,1205.0,
2021-01,21,46,10,28,1,39,15,3,3,3,3,0,5,5,7,82,345,4,1,4,10,2,6,0,2,80,10,5,2,36,9,1,4,3,33,1,7,10,6,2,34,3,11,8,1,2,0,7,0,2,5,0,1,0,0,1,,,,908.0,
2021-02,21,58,7,2,2,20,25,7,7,9,1,0,0,1,8,24,201,5,5,45,10,4,5,0,4,42,46,6,0,17,13,3,4,0,20,1,1,6,4,1,40,6,118,0,0,1,4,4,2,2,6,5,0,1,0,0,,,,803.0,
2021-03,21,66,14,16,2,50,24,8,9,15,2,1,0,14,11,56,386,2,3,15,8,4,7,0,6,144,10,6,2,77,29,4,7,8,35,0,2,5,12,11,65,8,40,6,8,3,13,28,2,4,26,0,0,2,0,9,,,,1285.0,
2021-04,21,67,14,14,2,46,14,1,4,6,4,0,0,7,14,55,394,7,2,4,10,1,18,1,7,37,14,10,1,83,16,6,7,10,50,3,1,3,14,4,39,4,15,10,12,25,16,26,1,7,8,3,0,0,0,15,,,,1132.0,
2021-05,21,41,5,12,0,24,15,1,2,10,0,1,0,11,12,47,349,14,2,5,5,7,9,0,3,38,12,16,6,102,19,9,5,3,46,2,2,7,4,3,57,6,37,15,15,10,17,38,4,1,7,6,0,2,6,40,,,,1110.0,
2021-06,21,49,9,12,3,43,24,5,0,9,2,1,0,25,7,67,334,2,0,8,7,0,8,3,1,27,11,9,0,137,12,2,17,11,38,3,1,5,6,2,47,0,37,21,40,12,26,89,3,3,9,30,0,14,9,23,,,,1263.0,
2021-07,21,56,5,11,1,45,22,3,1,4,0,1,0,11,17,55,334,6,1,10,8,3,7,1,2,29,5,10,3,141,8,6,14,8,36,0,0,1,5,5,30,4,13,22,35,11,27,63,0,4,65,8,0,4,15,39,,,,1215.0,
2021-08,21,67,5,5,1,24,20,6,3,10,1,0,1,17,8,36,267,7,2,9,10,2,13,7,13,20,2,11,5,147,20,1,3,16,32,2,3,2,7,3,33,5,13,46,25,11,29,63,2,3,25,5,0,3,12,34,,,,1117.0,
2021-09,21,31,8,10,0,26,12,2,1,28,0,2,2,13,9,29,136,9,1,1,8,3,13,2,2,43,8,10,2,82,13,5,3,5,35,0,0,5,4,3,22,1,13,14,8,12,13,91,3,2,14,3,4,1,2,31,,,,800.0,
2021-10,21,30,3,8,2,21,17,3,6,7,1,1,1,14,7,42,111,5,0,6,7,0,4,0,1,37,9,11,1,85,6,9,10,9,52,0,0,3,11,4,31,1,8,28,24,11,15,45,0,2,17,18,0,3,0,25,,,,772.0,
2021-11,21,48,10,9,0,20,11,2,2,13,0,0,0,13,6,28,184,7,1,7,2,0,10,1,6,26,6,5,1,60,13,3,6,4,32,1,1,2,4,1,28,4,10,13,8,4,6,18,1,3,7,3,0,2,0,42,,,,694.0,
2021-12,21,60,9,10,2,24,11,4,4,14,1,2,3,10,7,43,112,5,0,7,5,1,4,5,6,13,5,3,5,75,6,2,3,4,46,1,1,2,6,6,64,4,15,12,11,11,6,10,1,1,8,4,1,3,0,29,,,,707.0,
2022-01,21,75,5,11,0,23,19,6,12,12,4,0,1,9,5,36,219,7,2,8,5,7,4,1,5,29,14,2,7,60,14,2,1,6,32,0,0,7,13,1,54,4,20,2,5,1,7,1,0,2,6,3,1,3,0,4,,,,777.0,
2022-02,21,63,4,6,1,22,12,5,5,8,2,1,2,2,4,22,135,7,1,9,4,2,5,0,9,88,10,4,2,29,10,6,12,7,11,0,3,2,4,1,59,4,29,2,1,9,5,0,0,2,11,7,0,4,0,1,,,,654.0,
2022-03,21,91,8,24,3,14,13,3,8,13,4,0,0,11,8,45,206,12,0,8,4,1,8,1,2,182,9,4,3,70,16,10,10,19,16,0,3,7,5,12,33,6,36,4,1,10,9,0,3,1,11,12,0,6,0,9,,,,994.0,
2022-04,21,54,10,23,5,21,18,7,0,8,2,0,1,15,5,43,182,9,0,8,9,0,6,0,3,210,5,10,5,61,12,9,17,17,10,1,2,17,5,4,18,1,29,8,10,8,15,16,4,2,2,27,0,2,0,23,,,,979.0,
2022-05,21,48,6,20,2,21,17,2,0,15,0,2,0,22,13,53,257,4,0,7,5,2,11,10,7,81,8,6,5,56,16,8,25,9,12,0,0,5,4,3,53,1,26,14,7,22,27,37,5,3,16,26,0,3,3,26,,,,1031.0,
2022-06,21,52,13,11,0,20,24,5,2,10,3,1,0,12,9,46,212,8,2,6,8,0,13,2,4,62,4,4,6,97,28,13,6,6,27,1,1,2,8,7,37,4,20,48,35,30,24,59,2,9,9,8,0,0,4,21,,,,1045.0,
2022-07,21,50,13,18,4,23,18,0,2,19,2,0,0,21,25,48,225,13,1,17,1,1,5,6,0,66,8,7,4,77,22,7,8,6,13,0,1,0,7,4,52,4,13,33,21,22,29,55,5,4,14,10,0,1,5,30,,,,1040.0,
2022-08,21,69,9,17,2,38,17,2,0,5,2,1,0,28,17,57,253,9,2,10,7,0,5,5,5,42,4,6,4,118,13,16,6,13,12,0,2,2,5,2,125,4,15,202,166,14,28,70,1,7,11,5,0,0,8,44,,,,1505.0,
2022-09,21,59,6,10,1,16,16,3,2,7,2,2,1,20,13,61,242,4,4,14,11,2,6,4,2,26,8,9,4,87,19,5,8,6,12,1,0,5,7,4,28,3,33,28,16,12,29,53,1,3,47,6,0,10,0,34,,,,1012.0,
2022-10,21,68,10,18,0,20,17,12,1,11,2,1,0,11,11,50,306,7,4,3,8,1,5,1,2,41,2,7,3,59,11,6,4,6,11,4,0,4,9,4,38,3,18,13,16,22,17,34,4,7,14,3,1,3,3,41,,,,977.0,
2022-11,21,95,17,6,2,17,18,3,4,5,3,0,3,11,12,45,252,3,4,12,9,7,5,0,2,32,3,3,4,35,6,1,10,5,7,2,3,4,2,2,42,3,10,25,22,7,21,36,3,4,10,2,0,2,0,49,,,,890.0,
2022-12,21,95,8,19,0,16,6,6,4,9,1,4,2,8,10,28,171,3,3,7,3,4,2,2,4,56,1,5,4,42,15,2,5,5,21,1,1,7,5,1,42,0,11,10,4,30,9,10,3,2,11,4,0,6,0,12,,,,740.0,
2023-01,21,79,5,25,1,18,18,4,0,5,1,1,0,14,4,42,174,6,2,6,2,0,4,1,1,88,10,3,1,44,6,7,6,7,19,1,1,2,4,4,16,1,31,3,6,3,3,1,3,1,9,8,0,1,0,9,,,,711.0,
2023-02,21,63,7,19,1,10,11,6,3,15,0,0,1,7,2,24,158,10,1,12,4,0,4,0,3,118,3,4,3,33,3,2,8,4,12,1,0,2,12,1,50,3,31,1,4,13,8,1,2,3,10,29,0,2,0,4,,,,728.0,
2023-03,21,89,19,31,3,15,15,4,2,7,3,2,0,9,7,59,172,5,0,8,6,0,8,0,2,71,0,6,5,80,7,3,3,7,24,1,2,3,5,5,38,0,50,7,6,11,7,2,1,4,9,7,0,0,0,11,,,,841.0,
2023-04,21,71,14,25,2,26,16,2,3,8,0,1,0,9,15,31,142,5,0,1,5,0,16,2,1,83,7,6,5,50,7,10,2,8,16,1,0,2,8,12,58,1,18,31,17,14,12,39,1,3,11,4,0,1,0,20,,,,842.0,
2023-05,21,81,8,17,2,22,15,0,0,4,3,1,0,6,11,69,136,9,0,9,6,0,7,0,1,52,5,6,0,58,14,8,3,17,27,0,5,8,13,1,27,2,14,11,7,29,15,102,4,1,12,1,1,0,9,52,,,,911.0,
2023-06,21,91,3,14,0,21,18,1,3,1,2,1,0,12,10,45,163,20,0,5,5,4,18,8,8,46,3,8,1,67,12,4,11,5,13,2,0,2,5,2,33,1,50,32,18,197,18,83,4,4,18,3,0,0,5,33,,,,1133.0,
2023-07,21,43,6,18,8,18,12,6,1,8,2,0,0,13,26,49,145,13,1,15,4,2,3,19,1,32,8,12,4,59,14,9,30,9,12,3,13,5,9,3,48,9,41,51,25,177,19,45,3,5,14,44,0,65,7,35,,,,1223.0,
2023-08,21,79,8,33,2,27,19,5,6,13,1,3,2,12,22,69,146,6,1,14,8,3,7,5,16,34,3,5,3,128,21,5,17,8,31,3,0,9,4,6,32,2,15,16,15,32,22,44,3,4,11,19,0,9,6,40,,,,1054.0,
2023-09,21,73,3,24,2,18,16,4,2,13,1,3,1,10,8,39,147,6,3,11,9,2,27,6,7,37,2,6,16,64,11,10,8,11,24,2,1,3,7,7,20,6,29,18,10,21,19,15,2,3,18,17,0,3,5,32,,,,862.0,
